accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
MS646835	Parvovirinae	Dependoparvovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646836	Parvovirinae	Dependoparvovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646837	Parvovirinae	Dependoparvovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646838	Parvovirinae	Dependoparvovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646839	Parvovirinae	Dependoparvovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646840	Parvovirinae	Dependoparvovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646841	Parvovirinae	Dependoparvovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646844	Parvovirinae	Dependoparvovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646845	Parvovirinae	Dependoparvovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646846	Parvovirinae	Dependoparvovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646847	Parvovirinae	Dependoparvovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646848	Parvovirinae	Dependoparvovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646849	Parvovirinae	Dependoparvovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646850	Parvovirinae	Dependoparvovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646851	Parvovirinae	Dependoparvovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646852	Parvovirinae	Dependoparvovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646853	Parvovirinae	Dependoparvovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646854	Parvovirinae	Dependoparvovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646855	Parvovirinae	Dependoparvovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646856	Parvovirinae	Dependoparvovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646857	Parvovirinae	Dependoparvovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
NC_001401	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
V01457	Parvovirinae	Dependoparvovirus	-	653	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX496939	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
AX703448	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
AX720888	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
AX753253	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
AX925277	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
AX925536	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
BD293512	Parvovirinae	Dependoparvovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
DI393762	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
HV955996	Parvovirinae	Dependoparvovirus	-	627	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
HW608044	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
HZ796970	Parvovirinae	Dependoparvovirus	-	627	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
JC278189	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
JC285044	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
LX153638	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
LY408690	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
LZ233296	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
NC_001729	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
U48704	Parvovirinae	Dependoparvovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	AAV
JB292182	Parvovirinae	Dependoparvovirus	-	4726	AAV-3A	Adeno-associated virus 3A	Homo sapiens	Human	AAV
AF028705	Parvovirinae	Dependoparvovirus	-	4722	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX496937	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX703446	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX720886	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX925275	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX925534	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
BD293511	Parvovirinae	Dependoparvovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
JB292183	Parvovirinae	Dependoparvovirus	-	4722	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	AAV
AX496935	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
AX703444	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
AX720884	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
AX925273	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
AX925532	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
BD293510	Parvovirinae	Dependoparvovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
DI393763	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
HV955997	Parvovirinae	Dependoparvovirus	-	597	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
HW608045	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
HZ796971	Parvovirinae	Dependoparvovirus	-	597	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
JB292184	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
JC278190	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
JC285045	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LP639431	Parvovirinae	Dependoparvovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LQ498688	Parvovirinae	Dependoparvovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LV747820	Parvovirinae	Dependoparvovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LX153639	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LY330755	Parvovirinae	Dependoparvovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LY408691	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
LZ233297	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
MA256271	Parvovirinae	Dependoparvovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
NC_001829	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
U89790	Parvovirinae	Dependoparvovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	AAV
AF085716	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX496951	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX703460	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX720900	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX925289	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX925548	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
BD293518	Parvovirinae	Dependoparvovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
DI393764	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
DJ334181	Parvovirinae	Dependoparvovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HV591549	Parvovirinae	Dependoparvovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HV955998	Parvovirinae	Dependoparvovirus	-	681	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HV961292	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HW509617	Parvovirinae	Dependoparvovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HW608046	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HW917028	Parvovirinae	Dependoparvovirus	-	4404	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
HZ796972	Parvovirinae	Dependoparvovirus	-	681	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
JB292185	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
JC278191	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
JC285046	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
JC527780	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LP862068	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LQ493093	Parvovirinae	Dependoparvovirus	-	2203	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LV472792	Parvovirinae	Dependoparvovirus	-	2203	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LX153640	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LX153649	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LX153658	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LX275634	Parvovirinae	Dependoparvovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LY408692	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LY408701	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LY408710	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
LZ233298	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
MA152554	Parvovirinae	Dependoparvovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
NC_006152	Parvovirinae	Dependoparvovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
Y18065	Parvovirinae	Dependoparvovirus	-	4404	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	AAV
AX496943	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
AX703452	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
AX720892	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
AX925281	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
AX925540	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
BD293514	Parvovirinae	Dependoparvovirus	-	1872	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
FB292926	Parvovirinae	Dependoparvovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
HV955999	Parvovirinae	Dependoparvovirus	-	678	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
HV961293	Parvovirinae	Dependoparvovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
HZ796973	Parvovirinae	Dependoparvovirus	-	678	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
JB292186	Parvovirinae	Dependoparvovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
JC527781	Parvovirinae	Dependoparvovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
LP862069	Parvovirinae	Dependoparvovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
LQ396105	Parvovirinae	Dependoparvovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
LQ396120	Parvovirinae	Dependoparvovirus	-	540	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
LX153641	Parvovirinae	Dependoparvovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
LY408693	Parvovirinae	Dependoparvovirus	-	4683	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
MA152555	Parvovirinae	Dependoparvovirus	-	2211	AAV-6	Adeno-associated virus 6	Homo sapiens	Human	AAV
AF513851	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Macaca mulatta	Rhesus macaque	AAV
AX753246	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
CQ972062	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
HV956000	Parvovirinae	Dependoparvovirus	-	681	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
HV961294	Parvovirinae	Dependoparvovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
HZ796974	Parvovirinae	Dependoparvovirus	-	681	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JA062753	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JA232004	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JA232240	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JA400290	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JB292187	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
JC527782	Parvovirinae	Dependoparvovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
LP862070	Parvovirinae	Dependoparvovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
LX153642	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
LY408694	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
MA152556	Parvovirinae	Dependoparvovirus	-	2214	AAV-7	Adeno-associated virus 7	Homo sapiens	Human	AAV
NC_006260	Parvovirinae	Dependoparvovirus	-	4721	AAV-7	Adeno-associated virus 7	Macaca mulatta	Rhesus macaque	AAV
AF513852	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Macaca mulatta	Rhesus macaque	AAV
AX753249	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
CQ972063	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
HV956001	Parvovirinae	Dependoparvovirus	-	684	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
HV961295	Parvovirinae	Dependoparvovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
HW917029	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
HZ796975	Parvovirinae	Dependoparvovirus	-	684	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JA062755	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JA232006	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JA232242	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JA400292	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JA431384	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JB292188	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
JC527783	Parvovirinae	Dependoparvovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
LP862071	Parvovirinae	Dependoparvovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
LX153643	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
LY408695	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
MA152557	Parvovirinae	Dependoparvovirus	-	1908	AAV-8	Adeno-associated virus 8	Homo sapiens	Human	AAV
NC_006261	Parvovirinae	Dependoparvovirus	-	4393	AAV-8	Adeno-associated virus 8	Macaca mulatta	Rhesus macaque	AAV
AX753250	Parvovirinae	Dependoparvovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
AY530579	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
HV749700	Parvovirinae	Dependoparvovirus	-	2208	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
HV956002	Parvovirinae	Dependoparvovirus	-	681	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
HV961296	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
HW904392	Parvovirinae	Dependoparvovirus	-	2208	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
HZ796976	Parvovirinae	Dependoparvovirus	-	681	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
JB292189	Parvovirinae	Dependoparvovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
JC527784	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LP862072	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LP994399	Parvovirinae	Dependoparvovirus	-	1866	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LP994400	Parvovirinae	Dependoparvovirus	-	1194	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LP994401	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LP994402	Parvovirinae	Dependoparvovirus	-	1800	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LQ502504	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LX153644	Parvovirinae	Dependoparvovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LX153677	Parvovirinae	Dependoparvovirus	-	4382	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LY408696	Parvovirinae	Dependoparvovirus	-	4385	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
LY408729	Parvovirinae	Dependoparvovirus	-	4382	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
MA152558	Parvovirinae	Dependoparvovirus	-	2211	AAV-9	Adeno-associated virus 9	Homo sapiens	Human	AAV
GU226971	Parvovirinae	Dependoparvovirus	-	4286	AAV-bat	Bat adeno-associated virus YNM	Myotis ricketti	Rickett's big-footed bat	Bat
HM228878	Parvovirinae	Dependoparvovirus	-	500	AAV-bat	Bat adeno-associated virus GF-4a	bat		Bat
JN857331	Parvovirinae	Dependoparvovirus	-	573	AAV-bat	Bat feces associated picorna-like virus SC2797	-		Bat
MF682926	Parvovirinae	Dependoparvovirus	-	4253	AAV-bat	Rhinolophus pusillus adeno-associated virus 1	Rhinolophus pusillus	Chinese rufous horseshoe bat	Bat
MF682927	Parvovirinae	Dependoparvovirus	-	4332	AAV-bat	Rhinolophus sinicus adeno-associated virus 1	Rhinolophus sinicus	Chinese rufous horseshoe bat	Bat
MG745677	Parvovirinae	Dependoparvovirus	-	4894	AAV-bat	Desmodus rotundus dependoparvovirus	Desmodus rotundus	Vampire bat	Bat
MH167451	Parvovirinae	Dependoparvovirus	-	2175	AAV-bat	Bat adeno-associated virus	bat		Bat
MH167452	Parvovirinae	Dependoparvovirus	-	2175	AAV-bat	Bat adeno-associated virus	bat		Bat
MH167453	Parvovirinae	Dependoparvovirus	-	2166	AAV-bat	Bat adeno-associated virus	bat		Bat
MH167454	Parvovirinae	Dependoparvovirus	-	2175	AAV-bat	Bat adeno-associated virus	Myotis ricketti	Rickett's big-footed bat	Bat
NC_006263	Parvovirinae	Dependoparvovirus	-	4682	AAV-bat	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Bat
NC_014468	Parvovirinae	Dependoparvovirus	-	4286	AAV-bat	Bat adeno-associated virus YNM	Myotis ricketti	Rickett's big-footed bat	Bat
AY388617	Parvovirinae	Dependoparvovirus	-	4693	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Bovine
HV956006	Parvovirinae	Dependoparvovirus	-	600	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Bovine
HZ796980	Parvovirinae	Dependoparvovirus	-	600	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Bovine
KP264981	Parvovirinae	Dependoparvovirus	-	4410	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Bovine
NC_005889	Parvovirinae	Dependoparvovirus	-	4693	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Bovine
JN420371	Parvovirinae	Dependoparvovirus	-	4467	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Carnivore
JN420372	Parvovirinae	Dependoparvovirus	-	4395	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Carnivore
KC878874	Parvovirinae	Dependoparvovirus	-	1680	AAV-carnivore	Fox adeno-associated virus	Vulpes vulpes	Red fox	Carnivore
KP733796	Parvovirinae	Dependoparvovirus	-	1487	AAV-chameleon	Pygmy chameleon parvovirus	Rieppeleon brevicaudatus 	Short-tailed pygmy chameleon	
KP733794	Parvovirinae	Dependoparvovirus	-	4590	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	
NC_027429	Parvovirinae	Dependoparvovirus	-	4590	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	
AY724675	Parvovirinae	Dependoparvovirus	-	2209	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	
DQ335246	Parvovirinae	Dependoparvovirus	-	4636	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	
DQ100362	Parvovirinae	Dependoparvovirus	-	2523	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	
HV956009	Parvovirinae	Dependoparvovirus	-	534	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	
HZ796983	Parvovirinae	Dependoparvovirus	-	534	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	
MF416383	Parvovirinae	Dependoparvovirus	-	4339	AAV-mo-1	Murine adeno-associated virus 1	Mus musculus	House mouse	
MF416384	Parvovirinae	Dependoparvovirus	-	4449	AAV-mo-2	Murine adeno-associated virus 2	Mus musculus	House mouse	
FJ688147	Parvovirinae	Dependoparvovirus	-	2977	AAV-Po.1	Adeno-associated virus Po1	Sus scrofa domesticus	Domestic pig	
FJ688148	Parvovirinae	Dependoparvovirus	-	1338	AAV-Po.2	Adeno-associated virus Po2	Sus scrofa domesticus	Domestic pig	
FJ688146	Parvovirinae	Dependoparvovirus	-	1500	AAV-Po.3	Adeno-associated virus Po3	Sus scrofa domesticus	Domestic pig	
DQ100363	Parvovirinae	Dependoparvovirus	-	2538	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	
HV956012	Parvovirinae	Dependoparvovirus	-	756	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	
HZ796986	Parvovirinae	Dependoparvovirus	-	756	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	
EU872429	Parvovirinae	Dependoparvovirus	-	1297	AAV-Serp-2	Serpentine adeno-associated virus 2	Trimeresurus hageni		
KP733795	Parvovirinae	Dependoparvovirus	-	1821	AAV-Serp-X	Corn snake parvovirus	Pantherophis guttatus 	Corn snake	
AY186198	Parvovirinae	Dependoparvovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Avian
AY629582	Parvovirinae	Dependoparvovirus	-	4694	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Avian
AY629583	Parvovirinae	Dependoparvovirus	-	4682	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Avian
