accession-ID	length	lab_construct	virus_name	virus_full_name	host_species	host_common_name	assign_clade	assign_subclade	virus_clade_ns	virus_subclade_ns	virus_clade_vp	virus_subclade_vp	virus_subfamily	virus_genus
JA231874	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231875	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231876	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231877	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231878	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231879	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231880	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231881	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231882	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231883	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231884	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231885	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231886	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231887	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231888	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231889	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231890	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231891	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231892	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231893	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231894	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231895	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231896	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231897	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231898	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231899	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231900	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231901	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231902	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231903	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231904	2214	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231905	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231906	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231994	3158	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA231998	3159	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232000	3160	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232001	3157	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232002	3163	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232028	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232029	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232030	2205	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232031	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232032	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232033	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232034	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232035	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232036	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232038	2217	FALSE	AAV-8	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232039	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232061	2211	FALSE	AAV-9	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232063	2211	FALSE	AAV-9	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232064	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232065	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232066	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232067	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232068	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232069	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232070	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232071	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232072	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232073	2217	FALSE	AAV-10	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232075	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232076	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232077	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232078	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232079	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232080	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232081	2217	FALSE	AAV	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232082	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232083	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232084	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232085	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232086	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232087	2217	FALSE	AAV	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232088	2196	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232089	2196	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232090	2196	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232091	2208	FALSE	AAV-7	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232092	2214	FALSE	AAV-7	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232093	2214	FALSE	AAV-7	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232094	2214	FALSE	AAV-7	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232095	2214	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232096	2214	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232097	2214	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232098	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232099	2214	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232100	2214	FALSE	AAV-7	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232101	2214	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232102	2217	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232103	2211	FALSE	AAV-8	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232104	2211	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232105	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232106	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232107	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232108	2209	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232109	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232110	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232111	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232112	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232113	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232114	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232115	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232116	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232117	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232118	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232119	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232120	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232121	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232122	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232123	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232124	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232125	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232126	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232127	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232128	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232129	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232130	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232131	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232132	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232133	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232134	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232135	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232136	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232137	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232138	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232139	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232140	2214	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232141	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232142	2211	FALSE	AAV-1	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232226	3162	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232228	3159	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232230	3158	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232234	3159	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232236	3160	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232237	3157	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232238	3163	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232264	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232265	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232266	2205	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232267	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232268	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232269	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JA232270	2208	FALSE	AAV-2	Adeno-associated virus	Homo sapiens	Human	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
