sequenceID	subfamily	genus	clade	length	name	full_name	host_sci_name	host_common_name	virus_subfamily	virus_genus
LG249871	Parvovirinae	Dependovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249874	Parvovirinae	Dependovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249875	Parvovirinae	Dependovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249876	Parvovirinae	Dependovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249877	Parvovirinae	Dependovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249878	Parvovirinae	Dependovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249879	Parvovirinae	Dependovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249880	Parvovirinae	Dependovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249881	Parvovirinae	Dependovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249882	Parvovirinae	Dependovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249883	Parvovirinae	Dependovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249884	Parvovirinae	Dependovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249885	Parvovirinae	Dependovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249886	Parvovirinae	Dependovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249887	Parvovirinae	Dependovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249888	Parvovirinae	Dependovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633638	Parvovirinae	Dependovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633639	Parvovirinae	Dependovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633640	Parvovirinae	Dependovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633641	Parvovirinae	Dependovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633642	Parvovirinae	Dependovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633645	Parvovirinae	Dependovirus	-	5635	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633648	Parvovirinae	Dependovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633649	Parvovirinae	Dependovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633650	Parvovirinae	Dependovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633651	Parvovirinae	Dependovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633652	Parvovirinae	Dependovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633653	Parvovirinae	Dependovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633654	Parvovirinae	Dependovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633655	Parvovirinae	Dependovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633656	Parvovirinae	Dependovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633657	Parvovirinae	Dependovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633660	Parvovirinae	Dependovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633661	Parvovirinae	Dependovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633662	Parvovirinae	Dependovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633663	Parvovirinae	Dependovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633664	Parvovirinae	Dependovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633665	Parvovirinae	Dependovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633666	Parvovirinae	Dependovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633667	Parvovirinae	Dependovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633668	Parvovirinae	Dependovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633669	Parvovirinae	Dependovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633670	Parvovirinae	Dependovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633671	Parvovirinae	Dependovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633672	Parvovirinae	Dependovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633673	Parvovirinae	Dependovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP633674	Parvovirinae	Dependovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP639430	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862067	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ396099	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ493094	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ498687	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ514294	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ576817	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624228	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624229	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624230	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624231	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624232	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624234	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ624237	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV472793	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481293	Parvovirinae	Dependovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481294	Parvovirinae	Dependovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481295	Parvovirinae	Dependovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481296	Parvovirinae	Dependovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481297	Parvovirinae	Dependovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481300	Parvovirinae	Dependovirus	-	5635	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481303	Parvovirinae	Dependovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481304	Parvovirinae	Dependovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481305	Parvovirinae	Dependovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481306	Parvovirinae	Dependovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481307	Parvovirinae	Dependovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481308	Parvovirinae	Dependovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481309	Parvovirinae	Dependovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481310	Parvovirinae	Dependovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481311	Parvovirinae	Dependovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481312	Parvovirinae	Dependovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481315	Parvovirinae	Dependovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481316	Parvovirinae	Dependovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481317	Parvovirinae	Dependovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481318	Parvovirinae	Dependovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481319	Parvovirinae	Dependovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481320	Parvovirinae	Dependovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481321	Parvovirinae	Dependovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481322	Parvovirinae	Dependovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481323	Parvovirinae	Dependovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481324	Parvovirinae	Dependovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481325	Parvovirinae	Dependovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481326	Parvovirinae	Dependovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481327	Parvovirinae	Dependovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481328	Parvovirinae	Dependovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV481329	Parvovirinae	Dependovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LV747819	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153625	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153637	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LY330754	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408677	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408689	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ990128	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152553	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MA256270	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646822	Parvovirinae	Dependovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646823	Parvovirinae	Dependovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646824	Parvovirinae	Dependovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646825	Parvovirinae	Dependovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646826	Parvovirinae	Dependovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646832	Parvovirinae	Dependovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646833	Parvovirinae	Dependovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646834	Parvovirinae	Dependovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646835	Parvovirinae	Dependovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646836	Parvovirinae	Dependovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646837	Parvovirinae	Dependovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646838	Parvovirinae	Dependovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646839	Parvovirinae	Dependovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646840	Parvovirinae	Dependovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646841	Parvovirinae	Dependovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646844	Parvovirinae	Dependovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646845	Parvovirinae	Dependovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646846	Parvovirinae	Dependovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646847	Parvovirinae	Dependovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646848	Parvovirinae	Dependovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646849	Parvovirinae	Dependovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646850	Parvovirinae	Dependovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646851	Parvovirinae	Dependovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646852	Parvovirinae	Dependovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646853	Parvovirinae	Dependovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646854	Parvovirinae	Dependovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646855	Parvovirinae	Dependovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646856	Parvovirinae	Dependovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
MS646857	Parvovirinae	Dependovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_001401	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
V01457	Parvovirinae	Dependovirus	-	653	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496939	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703448	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720888	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
AX753253	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925277	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925536	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293512	Parvovirinae	Dependovirus	-	1875	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
DI393762	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955996	Parvovirinae	Dependovirus	-	627	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
HW608044	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796970	Parvovirinae	Dependovirus	-	627	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
JC278189	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
JC285044	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153638	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408690	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ233296	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_001729	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
U48704	Parvovirinae	Dependovirus	-	4726	AAV-3	Adeno-associated virus 3	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292182	Parvovirinae	Dependovirus	-	4726	AAV-3A	Adeno-associated virus 3A	Homo sapiens	Human	Parvovirinae	Dependovirus
AF028705	Parvovirinae	Dependovirus	-	4722	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496937	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703446	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720886	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925275	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925534	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293511	Parvovirinae	Dependovirus	-	1875	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292183	Parvovirinae	Dependovirus	-	4722	AAV-3B	Adeno-associated virus 3B	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496935	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703444	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720884	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925273	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925532	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293510	Parvovirinae	Dependovirus	-	1872	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
DI393763	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955997	Parvovirinae	Dependovirus	-	597	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
HW608045	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796971	Parvovirinae	Dependovirus	-	597	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292184	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
JC278190	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
JC285045	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LP639431	Parvovirinae	Dependovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ498688	Parvovirinae	Dependovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LV747820	Parvovirinae	Dependovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153639	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LY330755	Parvovirinae	Dependovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408691	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ233297	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
MA256271	Parvovirinae	Dependovirus	-	2205	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_001829	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
U89790	Parvovirinae	Dependovirus	-	4767	AAV-4	Adeno-associated virus 4	Homo sapiens	Human	Parvovirinae	Dependovirus
AF085716	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496951	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703460	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720900	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925289	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925548	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293518	Parvovirinae	Dependovirus	-	1833	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
DI393764	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
DJ334181	Parvovirinae	Dependovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HV591549	Parvovirinae	Dependovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955998	Parvovirinae	Dependovirus	-	681	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961292	Parvovirinae	Dependovirus	-	2175	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HW509617	Parvovirinae	Dependovirus	-	2172	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HW608046	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HW917028	Parvovirinae	Dependovirus	-	4404	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796972	Parvovirinae	Dependovirus	-	681	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292185	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
JC278191	Parvovirinae	Dependovirus	-	4642	AAV-5	Adeno-associated virus 5	Homo sapiens	Human	Parvovirinae	Dependovirus
